date,open,high,low,close,volume,dividends,stock_splits,ticker,interval
1980-09-01 00:00:00-04:00,0.0,0.3211952253619557,0.26001521944999695,0.26001521944999695,4919,0.0,0.0,AROW,1mo
1980-10-01 00:00:00-04:00,0.26001521944999695,0.3059002986240323,0.26001521944999695,0.26001521944999695,8198,0.0,0.0,AROW,1mo
1980-11-01 00:00:00-05:00,0.0,0.30590027934136615,0.2600152030597329,0.2753101587295532,40993,0.0,0.0,AROW,1mo
1980-12-01 00:00:00-05:00,0.2753101587295532,0.32119520511516186,0.2676626659466308,0.2753101587295532,75424,0.0,0.0,AROW,1mo
1981-01-01 00:00:00-05:00,0.27531005787925783,0.32884254754199255,0.27531005787925783,0.29060521721839905,29514,0.0,0.0,AROW,1mo
1981-02-01 00:00:00-05:00,0.0,0.3364902766916314,0.29060521721839905,0.29060521721839905,40992,0.0,0.0,AROW,1mo
1981-03-01 00:00:00-05:00,0.2906053861462816,0.33649047229235224,0.2906053861462816,0.2982528805732727,60668,0.0,0.0,AROW,1mo
1981-04-01 00:00:00-05:00,0.2982527874638376,0.34413782938934945,0.2982527874638376,0.302076518535614,32794,0.0,0.0,AROW,1mo
1981-05-01 00:00:00-04:00,0.3020764372426866,0.3441377367771474,0.29060521721839905,0.29060521721839905,22956,0.0,0.0,AROW,1mo
1981-06-01 00:00:00-04:00,0.0,0.3364902766916314,0.29060521721839905,0.29060521721839905,11479,0.0,0.0,AROW,1mo
1981-07-01 00:00:00-04:00,0.0,0.32119508745647657,0.29060521721839905,0.29060521721839905,42633,0.0,0.0,AROW,1mo
1981-08-01 00:00:00-04:00,0.0,0.32119508745647657,0.29060521721839905,0.29060521721839905,26235,0.0,0.0,AROW,1mo
1981-09-01 00:00:00-04:00,0.0,0.32119508745647657,0.29060521721839905,0.29060521721839905,11478,0.0,0.0,AROW,1mo
1981-10-01 00:00:00-04:00,0.29060521721839905,0.3135476273709606,0.29060521721839905,0.29060521721839905,27874,0.0,0.0,AROW,1mo
1981-11-01 00:00:00-05:00,0.29060521721839905,0.3135476273709606,0.29060521721839905,0.29060521721839905,18037,0.0,0.0,AROW,1mo
1981-12-01 00:00:00-05:00,0.29060521721839905,0.3135476273709606,0.29060521721839905,0.29060521721839905,39353,0.0,0.0,AROW,1mo
1982-01-01 00:00:00-05:00,0.0,0.32119508745647657,0.29060521721839905,0.29060521721839905,31154,0.0,0.0,AROW,1mo
1982-02-01 00:00:00-05:00,0.29060546757209293,0.31354789748932765,0.2753102950563141,0.2829580008983612,32793,0.0,0.0,AROW,1mo
1982-03-01 00:00:00-05:00,0.0,0.3364903553256512,0.28295782325695085,0.31354770064353943,165608,0.0,0.0,AROW,1mo
1982-04-01 00:00:00-05:00,0.0,0.3517853691794215,0.31354778095761277,0.32119524478912354,27875,0.0,0.0,AROW,1mo
1982-05-01 00:00:00-04:00,0.32119502749136347,0.3670800783981424,0.32119502749136347,0.3364902138710022,40991,0.0,0.0,AROW,1mo
1982-06-01 00:00:00-04:00,0.0,0.3670800783981424,0.3364902138710022,0.3364902138710022,52469,0.0,0.0,AROW,1mo
1982-07-01 00:00:00-04:00,0.0,0.3670800783981424,0.3364902138710022,0.3364902138710022,47550,0.0,0.0,AROW,1mo
1982-08-01 00:00:00-04:00,0.0,0.3670800783981424,0.3364902138710022,0.3364902138710022,22954,0.0,0.0,AROW,1mo
1982-09-01 00:00:00-04:00,0.3364902138710022,0.3670800783981424,0.3364902138710022,0.3364902138710022,6559,0.0,0.0,AROW,1mo
1982-10-01 00:00:00-04:00,0.3364902138710022,0.3670800783981424,0.3364902138710022,0.3364902138710022,6559,0.0,0.0,AROW,1mo
1982-11-01 00:00:00-05:00,0.3364902138710022,0.3670800783981424,0.3364902138710022,0.3364902138710022,24595,0.0,0.0,AROW,1mo
1982-12-01 00:00:00-05:00,0.0,0.3823754830147253,0.3364904059195022,0.3517853319644928,52470,0.0,0.0,AROW,1mo
1983-01-01 00:00:00-05:00,0.35178545504379555,0.42826044088135556,0.35178545504379555,0.3900230824947357,57388,0.0,0.0,AROW,1mo
1983-02-01 00:00:00-05:00,0.0,0.4359081756437928,0.3900230824947358,0.3900230824947357,44272,0.0,0.0,AROW,1mo
1983-03-01 00:00:00-05:00,0.3900227135945628,0.4359077633435762,0.3900227135945628,0.4129651188850403,11477,0.0,0.0,AROW,1mo
1983-04-01 00:00:00-05:00,0.0,0.4664980627429694,0.4206129970991236,0.4359081983566284,55748,0.0,0.0,AROW,1mo
1983-05-01 00:00:00-04:00,0.43590830754748305,0.4894408526973038,0.43590830754748305,0.4588507115840912,93461,0.0,0.0,AROW,1mo
1983-06-01 00:00:00-04:00,0.4588507434844992,0.48944088672441227,0.4588507434844992,0.47414571046829224,21316,0.0,0.0,AROW,1mo
1983-07-01 00:00:00-04:00,0.47414527880038265,0.5200303173537175,0.47414527880038265,0.4894404411315918,37713,0.0,0.0,AROW,1mo
1983-08-01 00:00:00-04:00,0.0,0.5353256829049784,0.49708806579227416,0.50473552942276,26234,0.0,0.0,AROW,1mo
1983-09-01 00:00:00-04:00,0.0,0.5506205913361057,0.5123829755310322,0.5200304388999939,24594,0.0,0.0,AROW,1mo
1983-10-01 00:00:00-04:00,0.0,0.5506206445266962,0.5200304891355401,0.5276779532432556,9839,0.0,0.0,AROW,1mo
1983-11-01 00:00:00-05:00,0.0,0.5582682843638954,0.527678119343688,0.5353258848190308,24595,0.0,0.0,AROW,1mo
1983-12-01 00:00:00-05:00,0.0,0.6118003981016131,0.49708788698659634,0.5812102556228638,91822,0.0,0.0,AROW,1mo
